,ID,CourseID,Title,Awarding_Body,School,Credit,skills,Awarding_Body_Short,Course_Area,Course_Area_ID,Awarding_Body_Type
652,653,PHAR S8Z01 , Pharmaceutical and Biopharmaceutical Science ,Dundalk Institute of Technology,Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
653,654,57000, Pharmacology and Prescribing for Nurses and Midwives ,Dundalk Institute of Technology,Health,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
654,655,AGRI S8Z15 , Physics through PBL and Maths ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
655,656,AGRI S8Z33 , Pigs and Poultry Production ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
656,657,PLAN E8001 , Planning & Development Control ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
657,658,PLUM E6009 , Plumbing and Heating Advanced Technology ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
658,659,PLUM E6012 , Plumbing and Heating Conservation & Renewable Technology ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
659,660,PLUM E6019 , Plumbing and Heating Technology ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
660,661,AGRI S8011 , Pollution prevention and Control ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
661,662,50879, POPULAR MUSIC THEORY ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
662,663,52968," Popular Music, Media and Place ",Dundalk Institute of Technology,Sociology and cultural studies,Yes,,DKIT,Online /Digital Media,17,IoT
663,664,HLST N8166 , Positive Mental Health and Wellbeing ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
664,665,AGRI S7017 , Poultry and Pig Production Systems ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
665,666,BUSS B8019 , PR Skills and Processes ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
666,667,PREL B8017 , PR Strategy and Context ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
667,668,CULT H1019 , Prehistoric Ireland to the Bronze Age ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
668,669,SOCC H8016 , Preparation for Professional Practice ,Dundalk Institute of Technology,"Social Science, Business and Law",Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
669,670,NURS N8214 , Preparing for Professional Practice ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
670,671,EDUC N8072 ," Pretend Play, Storytelling and Children's Literature (Pending Approval) ",Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
671,672,NURS N8157 , Principles of assessment and management of the acutely ill adult within the Emergency Department ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
672,673,MEDA C8027 ," Print, Type and the History of Graphic Design ",Dundalk Institute of Technology,Design,Yes,,DKIT,Architecture / Design,3,IoT
673,674,COMM I7003 , Procedures and Documentation ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
674,675,AGRI S8Z34 , Process Engineering and Technology ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Construction / Engineering,5,IoT
675,676,ENGR E7033 , Procurement and Tendering ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
676,677,ENGR E7059 , Procurement and Vendor Management ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Managers / Supervisors,13,IoT
677,678,MRKT B8007 , Product and Brand Development ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
678,679,MEDA C8039 , Production Design for Film and Television ,Dundalk Institute of Technology,Craft skills,Yes,,DKIT,Architecture / Design,3,IoT
679,680,MEDA I8007 , Professional Issues in Creative Media ,Dundalk Institute of Technology,Management and administration,Yes,,DKIT,Online /Digital Media,17,IoT
680,681,ARTS C7025 , Professional Practice ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
681,682,NURS N8239 , Professional Practice ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
682,683,ENES E8017 , Professional Practice & Entrepreneurship ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
683,684,EDUC N8092 , Professional Practice 1 ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
684,685,PLCE N8129 , Professional Practice 2 ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
685,686,EDUC N8081X , Professional Practice 3 ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
686,687,EDUC N8081 , Professional Practice 3 ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
687,688,EDUC N8086 , Professional Practice 4 ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
688,689,PLCE H8068 , Professional Practice Placement 1 ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
689,690,PLCE H8069 , Professional Practice Placement 2 ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
690,691,PROG C7016 , Programming for System Administration and Networking ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
691,692,COMP C8093 , Programming Immersive Mobile Environments ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
692,693,PROJ S8011 , Project (Bio)Pharma Manufacturing ,Dundalk Institute of Technology,Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
693,694,ENGR E8019 , Project Engineering ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Construction / Engineering,5,IoT
694,695,PROJ S8009 , Project Planning and Design ,Dundalk Institute of Technology,Environmental Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
695,696,SOCC H8022 , Promoting Health and Wellbeing ,Dundalk Institute of Technology,"Social Science, Business and Law",Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
696,697,EDUC N7006 , Promoting Physical Wellbeing in Early Childhood ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
697,698,HLST N8133 , Promoting Well being,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
698,699,NURS N8248 , Psychological and Sociological Aspects of Health and Disease. ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
699,700,PSYC N8063 , Psychosocial Aspects of Health ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
700,701,No ID Found,Quality and Innovation,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
701,702,SAFT E8004 , Quality and Safety Management ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
702,703,ENGR E8039 , Quality Control and Reliability Modelling ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
703,704,HLCR N8064 ," Quality, Risk and Safety in Healthcare ",Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
704,705,CULT H8023 ," Race, Identity and Performance ",Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
705,706,MEDA C8Z39 , Radio and Podcast Production Concepts ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
706,707,MMED H7004 , Radio Research and Production ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
707,708,NURS N8258 , Recognition and Care of the Acutely Ill Woman in Maternity Services ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
708,709,NURS N8259 , Recognition and management of the deteriorating adult ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
709,710,NURS N8260 , Recognition and management of the deteriorating adult in the ED ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
710,711,MUSC U7013 , Recording Elect. and Aco. Instruments ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
711,712,MUSC U7013 X , Recording Electric and Acoustic Instruments ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
712,713,SNDT H9Z03 , Recording Techniques and Technologies ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
713,714,HLST N8161 , Reflective Pedagogy and the Professional Educator ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
714,715,LAW N7005 , Regulation and Applied Law in Early Childhood ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
715,716,PHAR S8023 , Regulatory Affairs and (Bio)Pharmaceutical Data Integrity ,Dundalk Institute of Technology,Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
716,717,PHAR S8015 , Regulatory Affairs and GMP Compliance ,Dundalk Institute of Technology,Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
717,718,NURS N8160 , Renal and Reproductive Nursing ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
718,719,CENG E7016 , Renewable Energy for Civil Engineers ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
719,720,RESA B7Z01 , Research and Communication Skills ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
720,721,FOUN H5001 , Research and Study Skills 5N3113 ,Dundalk Institute of Technology,Basic programmes and qualifications,Yes,,DKIT,Education / Training,6,IoT
721,722,TEMPCODE16 , Research Dissertation ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
722,723,NURS N9015 , Research Methodology and Project Design in PMCB ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
723,724,AGRI S8Z30 , Research Methods and GIS ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
724,725,RESA C9007 , Research Methods and Innovation ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
725,726,55677, Research Methods for Learning and Teaching (Draft) ,Dundalk Institute of Technology,School of Education,Yes,,DKIT,Education / Training,6,IoT
726,727,SOCC H8025 , Research Methods for Social Care ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
727,728,RESA E8001 , Research Studies ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
728,729,57132, Revenue and Distribution Management ,Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,Warehouse / Logistics / Shipping,21,IoT
729,730,HOSP B7038 , Revenue Management and Data Analytics ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Big Data / Business Analysis,4,IoT
730,731,AGRI S6011 , Risk and Safety Management ,Dundalk Institute of Technology,Manufacturing & Processing,Yes,,DKIT,Manufacturing / Engineering,14,IoT
731,732,No ID Found,Routing and Switching,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
732,733,HLCR N8ZO1 , Safe Healthcare Practice 1 ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
733,734,No ID Found,Safety Strategies in Professional Management of Complex Behaviours,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
734,735,AGRI S6009 ," Safety, Health and Welfare at Work Legislation ",Dundalk Institute of Technology,Manufacturing & Processing,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
735,736,HOSP B6Z01 , Sales and Customer Service Operations ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Sales - €35k +,19,IoT
736,737,MRKT E8001 , Sales and Marketing ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Marketing /Market Research,15,IoT
737,738,50867, SCOTTISH TRADITIONAL MUSIC ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
738,739,SWRE C7007 , Security for Software Developers ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
739,740,COMP I8025 , Server side Development,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
740,741,MEDA C8026 , Server Side Web Development,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
741,742,LSCP H8001 , Settlement of the Irish Landscape ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
742,743,HLST N8126 , Sexuality and Sexual Health ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
743,744,CULT H8025 , Shakespeare and his Contemporaries ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
744,745,PRPF H7003 , Skills Development ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
745,746,SOCC H8008 , Social Care and Disability ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
746,747,SOCC H8029 , Social Care in Mental Health ,Dundalk Institute of Technology,"Social Science, Business and Law",Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
747,748,SOCC H8034 , Social Care Work with Children and Families ,Dundalk Institute of Technology,"Social Science, Business and Law",Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
748,749,SOCC H8020 , Social Change in Ireland ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
749,750,SICS N8023 , Social Policy and the Voice of the Child ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
750,751,EDUC N7012 , Sociological aspects of working with families and children ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
751,752,SOCC H8015 , Sociological Context of Social Care ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
752,753,SPOR H8007 , Sociological Issues in Sport and Physical Activity ,Dundalk Institute of Technology,Sports,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
753,754,NURS N8133 , Sociology and Mental Health ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
754,755,SOCS N8024 , Sociology of the Child and Family. ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
755,756,COMP C9042 , Software Engineering ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
756,757,SWRE C8020 , Software Engineering and Design ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
757,758,SCIA S8002 , Soil and Water Management ,Dundalk Institute of Technology,Environmental Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
758,759,AGRI S7010 , Soil Science and Sustainable Farming ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
759,760,SNDT M9002 , Sound Synthesis and Manipulation ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
760,761,SPAN B6Z01 , Spanish and Cultural Competence ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Multi-lingual,16,IoT
761,762,57150, Spanish and Hispanic Culture for Tourism ,Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,Multi-lingual,16,IoT
762,763,SPAN H8008 , Spanish and Latin American Film & Literature 1 ,Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
763,764,SPAN H8009 , Spanish and Latin American Film & Literature 2 ,Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
764,765,SPAN H8010 , Spanish and Latin American History and Politics ,Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
765,766,SPAN H8007 , Spanish and Latin American People and Society ,Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
766,767,HLST N8168 , Special Populations and Lifestyle Interventions ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
767,768,NURS N8141 , Specialist Nursing and Maternity Care ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
768,769,COMM N8008 ," Speech, Language and Communication Difficulties ",Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
769,770,SPOR H7022 , Sports Development ,Dundalk Institute of Technology,Sports,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
770,771,DATA S7Z01 , Statistics and Data Analysis ,Dundalk Institute of Technology,Science,Yes,,DKIT,Big Data / Business Analysis,4,IoT
771,772,ENGR E8Z03 , Statistics and Probability ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
772,773,MMED M8016 ," Storytelling, Creativity and Innovation ",Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
773,774,MEDA C8Z21 ," Storytelling, Creativity and Interactive Narrative ",Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
774,775,MGMT H1031 , Strategic Brand Management ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
775,776,57139, Strategic Destination Brand Management in Tourism ,Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,Marketing /Market Research,15,IoT
776,777,HOSP B8Z04 , Strategic Management ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Managers / Supervisors,13,IoT
777,778,57140, Strategy and Innovation ,Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,Marketing /Market Research,15,IoT
778,779,SPOR H8016 , Strength and Conditioning ,Dundalk Institute of Technology,Sports,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
779,780,CENG E7013 , Structural Analysis and Design ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
780,781,CENG E8006 , Structural Analysis and Design ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
781,782,55675, Student centred Learning and Teaching: Models and Strategies (Draft),Dundalk Institute of Technology,School of Education,Yes,,DKIT,Education / Training,6,IoT
782,783,COMM B8005 ," Study, Research and Communication Skills ",Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
783,784,ENGR E7058 , Supply Chain Data Analytics ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Warehouse / Logistics / Shipping,21,IoT
784,785,BUSS B8041 , Supply Chain Management Stores and Warehousing ,Dundalk Institute of Technology,Management and administration,Yes,,DKIT,Warehouse / Logistics / Shipping,21,IoT
785,786,ENGR E7056 , Supply Chain Operations ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Warehouse / Logistics / Shipping,21,IoT
786,787,CNST E6002 , Surveying and Sustainable Construction ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Construction / Engineering,5,IoT
787,788,AGRI S8Z31 , Sustainable Entrepreneurship and Teamworking ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
788,789,AGRI S8007 , Sustainable Rural Development ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
789,790,ENESH1003 , Systematic Innovation and Intrapreneurship ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
790,791,COMP B7007 , Technology and Office Applications 1 ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
791,792,COMP B7008 , Technology and Office Applications 2 ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
792,793,CULT H2015 , The Archaeology of Death and Burial ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
793,794,ARCH H8006 , The Archaeology of Medieval Ireland 400 1500 AD,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
794,795,SOCC H8018 , The Arts in Social Care Practice ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
795,796,COMP C9036 , The Character Animation and Pipeline ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
796,797,CULT H8004 , The City and the Novel ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
797,798,MEDA C8046 , The Contemporary Irish Screen Landscape ,Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
798,799,No ID Found,The Fundamentals of Professional Practice,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
799,800,COMP C8094 , The Future of Work and Society ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
800,801,TOUR B7001 , The Geography of Travel and Tourism ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Academic,1,IoT
801,802,NURS N8211 , The Neonate (a) ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
802,803,HLST N8134 , The Professional Practitioner 1 ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
803,804,HLST N8167 , The Professional Practitioner 2 ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
804,805,HLST N8146 , The Professional Practitioner 3 ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
805,806,SOCC H8017X , The Self in Social Care ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
806,807,SOCS N7001 , The Voice of the Child and Social Policy ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
807,808,No ID Found,Theoretical Principles Underpinning PMCB,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
808,809,SOCC H8019 , Theories and Concepts ,Dundalk Institute of Technology,"Social Science, Business and Law",Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
809,810,EDUC N8090 , Theories and Perspectives on Play ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
810,811,MEDA H8004 ," Theories of Reading, Reception and Audience ",Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
811,812,NURS N8200 , Therapeutic Relationships and Alliances ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
812,813,HIST H8007 , Tolerance and Intolerance in Reformation Europe ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
813,814,57138, Tourism Data Analysis and Decision Making ,Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,Big Data / Business Analysis,4,IoT
814,815,57129," Tourism Policy, Heritage and Culture ",Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,Academic,1,IoT
815,816,No ID Found,Transforming Professional Practice Through Reflection,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
816,817,MUSC M9016 , TRANSMISSION & TECHNOLOGY ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
817,818,HLCR N8063 , Understanding and Responding to Domestic Abuse ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
818,819,SPOR H7018 , Understanding Athlete Monitoring Technology ,Dundalk Institute of Technology,Sports,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
819,820,52853, Understanding Culture and Society ,Dundalk Institute of Technology,Sociology and cultural studies,Yes,,DKIT,HR / Recruitment,10,IoT
820,821,HLST N8141 , Understanding Health and Illness ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
821,822,COMP I8034 , Universal Design ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
822,823,PROJ I8Z04 , Universal Design Project ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
823,824,MMED M7004 , UX Front End Web Development,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
824,825,PHAR S8024 , Validation and Instrumentation ,Dundalk Institute of Technology,Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
825,826,ARTS C7005 , Variety and Vaudeville ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
826,827,VETS S7025 , Veterinary Nursing for Exotic Species ,Dundalk Institute of Technology,Veterinary,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
827,828,COMM U7003 , Visual Communications ,Dundalk Institute of Technology,Design,Yes,,DKIT,Architecture / Design,3,IoT
828,829,MEDA C8Z40 X , Vlogging and Live streaming ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
829,830,ARTS C7023 ," Voice, Repertoire and Audition ",Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
830,831,COMP C8066 , VR/AR Theory ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
831,832,PROG C7004 , Web Application Development ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
832,833,MEDA I8Z05 , Web Design and Development ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
833,834,COMP I8021 , Web Development ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
834,835,COMP B7009 , Web Development ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,IT,11,IoT
835,836,INET C8018 , Web Development ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
836,837,BUSS B8039 , Wellbeing and Life Skills for the Resilient Graduate ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
